File,System / File Purpose,Format,Table/Schema,Column #,Column,Type,Length,Rows/Records,Example Values,Plain English Meaning,Server Link / Use Hint,Confidence,Notes
MobAttackSequence/Anti_Henis_G_M10.txt,Anti Henis G M 10 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 10 data/configuration table.,Use when implementing/loading Anti Henis G M 10 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M100.txt,Anti Henis G M 100 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 100 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 100 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M100.txt,Anti Henis G M 100 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 100 data/configuration table.,Use when implementing/loading Anti Henis G M 100 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M110.txt,Anti Henis G M 110 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 110 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 110 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M110.txt,Anti Henis G M 110 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 110 data/configuration table.,Use when implementing/loading Anti Henis G M 110 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M120.txt,Anti Henis G M 120 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 120 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 120 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M120.txt,Anti Henis G M 120 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 120 data/configuration table.,Use when implementing/loading Anti Henis G M 120 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M20.txt,Anti Henis G M 20 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 20 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 20 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M20.txt,Anti Henis G M 20 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 20 data/configuration table.,Use when implementing/loading Anti Henis G M 20 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M30.txt,Anti Henis G M 30 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 30 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 30 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M30.txt,Anti Henis G M 30 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 30 data/configuration table.,Use when implementing/loading Anti Henis G M 30 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M40.txt,Anti Henis G M 40 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 40 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 40 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M40.txt,Anti Henis G M 40 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 40 data/configuration table.,Use when implementing/loading Anti Henis G M 40 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M50.txt,Anti Henis G M 50 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 50 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 50 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M50.txt,Anti Henis G M 50 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 50 data/configuration table.,Use when implementing/loading Anti Henis G M 50 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M60.txt,Anti Henis G M 60 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 60 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 60 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M60.txt,Anti Henis G M 60 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 60 data/configuration table.,Use when implementing/loading Anti Henis G M 60 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M70.txt,Anti Henis G M 70 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 70 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 70 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M70.txt,Anti Henis G M 70 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 70 data/configuration table.,Use when implementing/loading Anti Henis G M 70 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M80.txt,Anti Henis G M 80 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 80 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 80 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M80.txt,Anti Henis G M 80 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 80 data/configuration table.,Use when implementing/loading Anti Henis G M 80 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M90.txt,Anti Henis G M 90 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis G M 90 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis G M 90 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_G_M90.txt,Anti Henis G M 90 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis G M 90 data/configuration table.,Use when implementing/loading Anti Henis G M 90 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M100.txt,Anti Henis M 100 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 100 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 100 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M100.txt,Anti Henis M 100 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 100 data/configuration table.,Use when implementing/loading Anti Henis M 100 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M101.txt,Anti Henis M 101 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 101 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 101 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M101.txt,Anti Henis M 101 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 101 data/configuration table.,Use when implementing/loading Anti Henis M 101 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M102.txt,Anti Henis M 102 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 102 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 102 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M102.txt,Anti Henis M 102 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 102 data/configuration table.,Use when implementing/loading Anti Henis M 102 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M103.txt,Anti Henis M 103 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 103 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 103 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M103.txt,Anti Henis M 103 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 103 data/configuration table.,Use when implementing/loading Anti Henis M 103 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M104.txt,Anti Henis M 104 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 104 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 104 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M104.txt,Anti Henis M 104 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 104 data/configuration table.,Use when implementing/loading Anti Henis M 104 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M105.txt,Anti Henis M 105 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 105 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 105 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M105.txt,Anti Henis M 105 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 105 data/configuration table.,Use when implementing/loading Anti Henis M 105 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M106.txt,Anti Henis M 106 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 106 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 106 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M106.txt,Anti Henis M 106 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 106 data/configuration table.,Use when implementing/loading Anti Henis M 106 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M107.txt,Anti Henis M 107 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 107 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 107 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M107.txt,Anti Henis M 107 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 107 data/configuration table.,Use when implementing/loading Anti Henis M 107 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M108.txt,Anti Henis M 108 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 108 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 108 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M108.txt,Anti Henis M 108 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 108 data/configuration table.,Use when implementing/loading Anti Henis M 108 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M109.txt,Anti Henis M 109 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 109 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 109 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M109.txt,Anti Henis M 109 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 109 data/configuration table.,Use when implementing/loading Anti Henis M 109 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M110.txt,Anti Henis M 110 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 110 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 110 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M110.txt,Anti Henis M 110 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 110 data/configuration table.,Use when implementing/loading Anti Henis M 110 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M60.txt,Anti Henis M 60 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 60 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 60 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M60.txt,Anti Henis M 60 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 60 data/configuration table.,Use when implementing/loading Anti Henis M 60 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M61.txt,Anti Henis M 61 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 61 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 61 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M61.txt,Anti Henis M 61 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 61 data/configuration table.,Use when implementing/loading Anti Henis M 61 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M62.txt,Anti Henis M 62 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 62 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 62 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M62.txt,Anti Henis M 62 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 62 data/configuration table.,Use when implementing/loading Anti Henis M 62 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M63.txt,Anti Henis M 63 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 63 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 63 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M63.txt,Anti Henis M 63 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 63 data/configuration table.,Use when implementing/loading Anti Henis M 63 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M64.txt,Anti Henis M 64 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 64 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 64 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M64.txt,Anti Henis M 64 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 64 data/configuration table.,Use when implementing/loading Anti Henis M 64 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M65.txt,Anti Henis M 65 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 65 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 65 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M65.txt,Anti Henis M 65 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 65 data/configuration table.,Use when implementing/loading Anti Henis M 65 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M66.txt,Anti Henis M 66 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 66 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 66 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M66.txt,Anti Henis M 66 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 66 data/configuration table.,Use when implementing/loading Anti Henis M 66 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M67.txt,Anti Henis M 67 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 67 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 67 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M67.txt,Anti Henis M 67 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 67 data/configuration table.,Use when implementing/loading Anti Henis M 67 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M68.txt,Anti Henis M 68 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 68 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 68 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M68.txt,Anti Henis M 68 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 68 data/configuration table.,Use when implementing/loading Anti Henis M 68 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M69.txt,Anti Henis M 69 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 69 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 69 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M69.txt,Anti Henis M 69 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 69 data/configuration table.,Use when implementing/loading Anti Henis M 69 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M70.txt,Anti Henis M 70 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 70 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 70 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M70.txt,Anti Henis M 70 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 70 data/configuration table.,Use when implementing/loading Anti Henis M 70 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M90.txt,Anti Henis M 90 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 90 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 90 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M90.txt,Anti Henis M 90 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 90 data/configuration table.,Use when implementing/loading Anti Henis M 90 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M91.txt,Anti Henis M 91 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 91 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 91 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M91.txt,Anti Henis M 91 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 91 data/configuration table.,Use when implementing/loading Anti Henis M 91 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M92.txt,Anti Henis M 92 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 92 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 92 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M92.txt,Anti Henis M 92 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 92 data/configuration table.,Use when implementing/loading Anti Henis M 92 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M95.txt,Anti Henis M 95 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 95 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 95 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M95.txt,Anti Henis M 95 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 95 data/configuration table.,Use when implementing/loading Anti Henis M 95 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M96.txt,Anti Henis M 96 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 96 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 96 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M96.txt,Anti Henis M 96 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 96 data/configuration table.,Use when implementing/loading Anti Henis M 96 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M97.txt,Anti Henis M 97 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 97 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 97 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M97.txt,Anti Henis M 97 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 97 data/configuration table.,Use when implementing/loading Anti Henis M 97 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M98.txt,Anti Henis M 98 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 98 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 98 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M98.txt,Anti Henis M 98 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 98 data/configuration table.,Use when implementing/loading Anti Henis M 98 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M99.txt,Anti Henis M 99 data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for Anti Henis M 99 data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading Anti Henis M 99 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/Anti_Henis_M99.txt,Anti Henis M 99 data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this Anti Henis M 99 data/configuration table.,Use when implementing/loading Anti Henis M 99 data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BH_Albireo.txt,BH Albireo data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for BH Albireo data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading BH Albireo data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BH_Albireo.txt,BH Albireo data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this BH Albireo data/configuration table.,Use when implementing/loading BH Albireo data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BH_Guardian.txt,BH Guardian data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for BH Guardian data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading BH Guardian data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BH_Guardian.txt,BH Guardian data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this BH Guardian data/configuration table.,Use when implementing/loading BH Guardian data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BH_Helga.txt,BH Helga data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for BH Helga data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading BH Helga data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BH_Helga.txt,BH Helga data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this BH Helga data/configuration table.,Use when implementing/loading BH Helga data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BH_Humar.txt,BH Humar data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for BH Humar data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading BH Humar data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BH_Humar.txt,BH Humar data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this BH Humar data/configuration table.,Use when implementing/loading BH Humar data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BH_Looter.txt,BH Looter data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for BH Looter data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading BH Looter data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/BH_Looter.txt,BH Looter data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this BH Looter data/configuration table.,Use when implementing/loading BH Looter data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/B_Albireo.txt,B Albireo data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for B Albireo data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading B Albireo data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/B_Albireo.txt,B Albireo data/configuration,TXT,AttSeq,2,Attack,STRING[33],,,,Text/key/resource string used by this B Albireo data/configuration table.,Use when implementing/loading B Albireo data/configuration; exact server branch depends on the file's system.,Medium,#columnname
MobAttackSequence/B_CrackerGuardian.txt,B Cracker Guardian data/configuration,TXT,AttSeq,1,Order,WORD,,,,Order value for B Cracker Guardian data/configuration. Confirm exact formula/branch in server code before treating it as final.,Use when implementing/loading B Cracker Guardian data/configuration; exact server branch depends on the file's system.,Medium,#columnname
